序号,单词,音标,基本释义,详细释义,英文释义,例句,例句释义
15892,grotto,[?gr?t??],石窟,石窟,,,
15893,unchanging,[?n?t?e?nd???],不变,不变,,,
15894,alienating,[],疏远,疏远,,,
15895,two-lane,['tu:l'e?n],两车道,两车道,,,
15896,papa,[p??pɑ:],爸爸,爸爸,,,
15897,dotted,[?d?t?d],点缀,点缀,,,
15898,reincarnation,[?ri:?nkɑ:?ne??n],投胎,投胎,,,
15899,feared,[],害怕,害怕,,,
15900,sicken,[?s?k?n],生病,vt. 令…恶心；  vi. 患病,to become sick or to cause (someone) to become sick,This food really sickens me—please don't make it again.,这食物让我觉得恶心——下次请不要做这个了。
15901,sit-up,[?s?t??p],坐起来,坐起来,,,
15902,talkative,[?t?:k?t?v],健谈,adj.多话的，多嘴的,liking to talk a lot,The two friends become super talkative when they meet each other.,这两个朋友一见面就变得滔滔不绝。
15903,peppercorn,[?pep?k?:n],胡椒子,胡椒子,,,
15904,great-grandmother,['gre?t'gr?nd?m?e?],曾祖母,曾祖母,,,
15905,hardness,[hɑ:dn?s],硬度,硬度,,,
15906,digitize,[?d?d??ta?z],数字化,数字化,,,
15907,to-do,[t??du:],去做,去做,,,
15908,inexorable,[?n?eks?r?bl],不可阻碍,不可阻碍,,,
15909,cola,[?k??l?],可乐,n.可乐类饮料；可乐树,,"Cola is a sweet, brown drink.",可乐是种甜味的棕色饮料。
15910,gist,[d??st],要旨,n. 主旨，要点,the general or basic meaning of something said or written,You can get the gist of what his social media post is really trying to say.,你总能轻易看出他朋友圈的重点。
15911,blended,['blend?d],混合,混合,,,
15912,friendliness,['frendl?n?s],友善,友善,,,
15913,single-minded,[?s??g?l?ma?nd?d],一心一意,一心一意,,,
15914,john,[d??n],约翰,约翰,,,
15915,dowry,[?da?ri],嫁妆,嫁妆,,,
15916,light-hearted,[],轻快,轻快,,,
15917,secede,[s??si:d],割裂,割裂,,,
15918,valor,['v?l?],勇气,勇气,,,
15919,ferment,[f??ment],发酵,发酵,,,
15920,distinctively,[d?'st??kt?vl?],独特的,独特的,,,
15921,bluish,[?blu:??],蓝,蓝,,,
15922,sectional,[?sek??nl],部分,部分,,,
15923,foodstuff,[?fu:dst?f],食品,n. 食料，食品，粮食,any substance that is used as food,Look at these foodstuffs! How fresh!,快看这些食品！真新鲜！
15924,delusional,[d?'lu:?n?l],妄想,妄想,,,
15925,sup,[s?p],sup,sup,,,
15926,habitually,[h?'b?t???l?],习惯性,习惯性,,,
15927,enchantment,[?n?t?ɑ:ntm?nt],魅力,魅力,,,
15928,stopper,[?st?p?(r)],塞子,塞子,,,
15929,mason,[?me?sn],石匠,石匠,,,
15930,flint,[fl?nt],燧石,燧石,,,
15931,antagonize,[?n?t?g?na?z],对抗,对抗,,,
15932,shoplifting,[???pl?ft??],入店行窃,入店行窃,,,
15933,fine-tuning,[],微调,微调,,,
15934,peeling,['pi:l??],脱皮,脱皮,,,
15935,nuke,[nju:k],核武器,核武器,,,
15936,breech,[bri:t?],臀位,臀位,,,
15937,voluptuous,[v??l?pt?u?s],耀眼,耀眼,,,
15938,premonition,[?pri:m??n??n],预感,预感,,,
15939,rolled,[r??ld],滚动,滚动,,,
15940,forerunner,[?f?:r?n?(r)],先行者,n. 先驱；祖先；前兆；预兆,a person or thing that came before and influenced somebody/something else that is similar; a sign of what is going to happen,Do you agree that he is the forerunner of Chinese rock music?,你同意他是中国摇滚乐先驱这种说法吗？
15941,deep-seated,['di:ps'i:t?d],深处,深处,,,
15942,e-mailed,[],电子邮件,电子邮件,,,
15943,interlocking,[?nt?(:)'l?k??],互锁,互锁,,,
15944,snugly,[sn?ɡl?],贴心,贴心,,,
15945,chipped,[t'??pt],切碎,切碎,,,
15946,counterbalance,[?ka?nt??b?l?ns],抗衡,vt.抵消；中和；使平衡；  n.自动抵消,to balance or correct it with something that has an equal but opposite effect,Add some honey to counterbalance the acidity of the lemon.,加点蜂蜜来调和柠檬的酸味吧。
15947,self-made,[?self?me?d],自制,自制,,,
15948,tasteless,[?te?stl?s],无味,adj. 无味的；枯燥无味的,having little or no flavour,Noodles cooked in plain boiled water are tasteless.,这种清水面食之无味。
15949,mermaid,[?m?:me?d],美人鱼,美人鱼,,,
15950,underfunded,[??nd??f?nd?d],资金不足,资金不足,,,
15951,auctioneer,[??:k???n??(r)],拍卖,n. 拍卖师,sell at an auction,The auctioneer opened the bidding at $300.,拍卖师以300美元的价格开标。
15952,clink,[kl??k],碰杯,碰杯,,,
15953,equalize,[?i:kw?la?z],均衡,均衡,,,
15954,stunningly,['st?n??l?],惊人,惊人,,,
15955,achiever,[??t?i:v?(r)],成就者,成就者,,,
15956,foolishly,['fu:l??l?],愚蠢,愚蠢,,,
15957,feathery,[?fee?ri],羽毛,羽毛,,,
15958,celibate,[?sel?b?t],独身,独身,,,
15959,catalytic,[?k?t?'l?t?k],催化,催化,,,
15960,trinket,[?tr??k?t],小饰品,小饰品,,,
15961,eulogy,[?ju:l?d?i],颂,颂,,,
15962,cul-de-sac,[?k?l d? s?k],CUL-DE-SAC,CUL-DE-SAC,,,
15963,ensconced,[],陷入困境,陷入困境,,,
15964,overgrow,['??v??gr??],长满,长满,,,
15965,candlestick,[?k?ndlst?k],烛台,烛台,,,
15966,irk,[?:k],生气,生气,,,
15967,homily,[?h?m?li],homily,homily,,,
15968,irrevocably,[?'rev?k?bl?],不可撤销,不可撤销,,,
15969,familiarize,[f??m?li?ra?z],熟悉,熟悉,,,
15970,face-lift,['fe?sl'?ft],面更新,面更新,,,
15971,uncomplicated,[?n?k?mpl?ke?t?d],简单,简单,,,
15972,whence,[wens],何处,何处,,,
15973,semantics,[s??m?nt?ks],语义,语义,,,
15974,conceit,[k?n?si:t],自负,n. 自负；想法，观点；构想，幻想；狂妄,too much pride in yourself and what you do,The cat's conceit deluded him into believing he is as strong as a lion.,这只猫的自负使他误以为自己像狮子一样强壮。
15975,lynch,[l?nt?],林奇,林奇,,,
15976,conservatively,[k?n's?:v?t?vl?],保守,保守,,,
15977,antipathy,[?n?t?p?θi],反感,反感,,,
15978,notepad,[?n??tp?d],记事本,记事本,,,
15979,gratify,[?gr?t?fa?],满足,满足,,,
15980,saltwater,"[?s?:lt?w?:t?, -?w?t?]",盐水,盐水,,,
15981,downed,['da?nd],倒下,倒下,,,
15982,swoon,[swu:n],昏厥,昏厥,,,
15983,scratching,[sk'r?t???],刮擦,刮擦,,,
15984,fab,[f?b],工厂,工厂,,,
15985,antithetical,[??nt?'θet?kl],对立,对立,,,
15986,underpants,[??nd?p?nts],内裤,内裤,,,
15987,prepaid,[?pri:?pe?d],预付费,预付费,,,
15988,mildew,[?m?ldju:],霉菌,vt. 使发霉；  vi. 发霉，长霉；  n. 霉，霉菌,"a usually white substance that grows on the surface of things in wet, warm conditions","Ewww, that orange is covered in mildew! I don't want it!",呃，那个橘子被霉菌覆盖了！我不想再要它了！
15989,unpredictability,[??npr??d?kt?'b?l?t?],不可预测性,不可预测性,,,
15990,air-conditioning,['e?rk?nd'??n??],空调,空调,,,
15991,planetarium,[?pl?n??te?ri?m],天文馆,n. 天文馆，行星仪,"a building or room in which images of stars, planets, etc., are shown on a high, curved ceiling",We went to the planetarium to learn about space.,我们去了天文馆，学习关于宇宙的东西。
15992,vend,[vend],鬻,鬻,,,
15993,silken,[?s?lk?n],丝,丝,,,
15994,kickback,[?k?kb?k],回扣,回扣,,,
15995,neurotransmitter,[?nj??r??tr?nzm?t?(r)],神经递质,神经递质,,,
15996,mystify,[?m?st?fa?],故弄玄虚,故弄玄虚,,,
15997,mega,[?meg?],兆,兆,,,
15998,exponential,[?eksp??nen?l],指数,指数,,,
15999,meditative,[?med?t?t?v],冥想,冥想,,,
16000,titan,[?ta?tn],泰坦,泰坦,,,
16001,tree-lined,['tri:la?nd],树衬里,树衬里,,,
16002,hypothermia,[?ha?p??θ?:mi?],低温,低温,,,
16003,mafia,[?mɑ:f?ɑ:],黑手党,黑手党,,,
16004,diced,['da?st],切丁,切丁,,,
16005,pistachio,[p??st??i??],开心果,开心果,,,
16006,satisfactorily,[?s?t?s'f?kt?r?l?],令人满意的,令人满意的,,,
16007,beholder,[b??h??ld?(r)],旁观者,旁观者,,,
16008,waddle,[?w?dl],w,w,,,
16009,bountiful,[?ba?nt?fl],丰富,丰富,,,
16010,gilt,[g?lt],镀金,镀金,,,
16011,self-expression,[?self-?ks?pre??n],自我表达,自我表达,,,
16012,amplification,[??mpl?f?'ke??n],放大,n.放大，扩大（力量，声音等）,"the act of increasing the strength of something, especially sound",Loudspeakers provide amplification of the user's voice.,扩音器能放大使用者的声音。
16013,trawl,[tr?:l],拖网,拖网,,,
16014,whistle-blower,[?hwisl ?bl?u?],举报人,举报人,,,
16015,riser,[?ra?z?(r)],立管,立管,,,
16016,whizz,[w?z],呼啸,呼啸,,,
16017,uptight,[??p?ta?t],紧张,紧张,,,
16018,insular,[??nsj?l?(r)],孤立,孤立,,,
16019,questioner,[?kwest??n?(r)],发问者,发问者,,,
16020,magnetism,[?m?gn?t?z?m],磁性,n. 吸引力；磁性,"the qualities of something, especially a person’s character, that people find powerful and attractive",Money has a powerful magnetism and is very attractive.,钱有一种神奇的吸引力。
16021,quotient,[?kw???nt],商,商,,,
16022,airstrip,[?e?str?p],飞机场,飞机场,,,
16023,coal-fired,[],煤炭,煤炭,,,
16024,belated,[b??le?t?d],迟来的,迟来的,,,
16025,socialite,[?s????la?t],社交名流,社交名流,,,
16026,Yiddish,[?j?d??],意第绪,意第绪,,,
16027,hatchet,[?h?t??t],斧头,斧头,,,
16028,chairmanship,[?t?e?m?n??p],主席,主席,,,
16029,steadfastly,['stedfɑ:stl?],坚定地,坚定地,,,
16030,ascension,[??sen?n],提升,提升,,,
16031,supermodel,[?su:p?m?dl],超模,超模,,,
16032,amply,['?mpl?],充分,充分,,,
16033,heart-shaped,['hɑ:t?e?pt],心形,心形,,,
16034,interrelationship,[??nt?r??le??n??p],相互关系,相互关系,,,
16035,darkroom,[?dɑ:kru:m],暗室,暗室,,,
16036,readjust,[?ri:??d??st],重新调整,重新调整,,,
16037,schooner,[?sku:n?(r)],大篷车,大篷车,,,
16038,grime,[gra?m],污垢,污垢,,,
16039,halting,[?h?:lt??],停止,停止,,,
16040,infertile,[?n?f?:ta?l],不育,不育,,,
16041,sequester,[s??kwest?(r)],隔离,隔离,,,
16042,coronation,[?k?r??ne??n],加冕,加冕,,,
16043,cyanide,[?sa??na?d],氰化物,氰化物,,,
16044,cauldron,[?k?:ldr?n],釜,釜,,,
16045,sought-after,['s?:tɑ:ft?],被）追捧,被）追捧,,,
16046,radiologist,[?re?di??l?d??st],放射科医生,放射科医生,,,
16047,cruelly,['kru:?l?],残酷,残酷,,,
16048,showy,[????i],艳丽,艳丽,,,
16049,prohibitive,[pr??h?b?t?v],过敏,过敏,,,
16050,infidel,[??nf?d?l],异教徒,异教徒,,,
16051,harem,[?hɑ:ri:m],后宫,后宫,,,
16052,sac,[s?k],囊,囊,,,
16053,blown,[bl??n],吹,吹,,,
16054,nuzzle,[?n?zl],nuzzle,nuzzle,,,
16055,obsessively,[?b'ses?vl?],痴迷,痴迷,,,
16056,homesick,[?h??ms?k],想家,adj.想家的，思乡的,sad because you are away from home and you miss your family and friends,"Gazing at the bright moon, he became homesick for his hometown.",看着这轮明月，他很思念自己的家乡。
16057,snub,[sn?b],冷落,冷落,,,
16058,acumen,[??kj?m?n],敏锐的,敏锐的,,,
16059,reprehensible,[?repr??hens?bl],应受谴责,应受谴责,,,
16060,sarcastically,[sɑ:'k?st?kl?],讽刺,讽刺,,,
16061,moor,[m?:(r)],泊,泊,,,
16062,photosynthesis,[?f??t???s?nθ?s?s],光合作用,光合作用,,,
16063,bleached,[],漂白,漂白,,,
16064,beehive,[?bi:ha?v],蜂窝,n. 蜂箱,a structure made for bees to live in,The beekeeper can collect the honey from these beehives.,养蜂人可以从这些蜂箱里收集蜂蜜。
16065,stereotyped,"[?steri:??ta?pt, ?st??-]",定型,定型,,,
16066,yellowed,[],泛黄,泛黄,,,
16067,gloat,[gl??t],幸灾乐祸,幸灾乐祸,,,
16068,fizzle,[?f?zl],嘶哑,嘶哑,,,
16069,tumult,[?tju:m?lt],骚动,骚动,,,
16070,currant,[?k?r?nt],黑醋栗,黑醋栗,,,
16071,apolitical,[?e?p??l?t?kl],非政治,非政治,,,
16072,botch,[b?t?],博物馆,博物馆,,,
16073,overeat,[???v?r?i:t],暴饮暴食,暴饮暴食,,,
16074,legging,['leg??],裹腿,裹腿,,,
16075,emphysema,[?emf??si:m?],气肿,气肿,,,
16076,midget,[?m?d??t],侏儒,侏儒,,,
16077,habitation,[?h?b??te??n],居住,居住,,,
16078,weightless,[?we?tl?s],失重,失重,,,
16079,credo,[?kri:d??],信条,信条,,,
16080,gentleness,['d?entln?s],温柔,温柔,,,
16081,magenta,[m??d?ent?],品红,品红,,,
16082,molded,['m??ld?d],模制,模制,,,
16083,excision,[?k?s??n],切除,切除,,,
16084,pathos,[?pe?θ?s],感伤,n. 悲怆，哀婉,a quality that causes people to feel sympathy and sadness,"Usually, some movies have pathos, which pull at people's emotions.",一般来说，有些电影有令人落泪的感伤力。
16085,custodial,[k??st??di?l],保管,保管,,,
16086,loon,[lu:n],懒人,懒人,,,
16087,cauliflower,[?k?lifla??(r)],菜花,n.【植】花椰菜,a vegetable that is grown for its head of white flowers,I always thought cauliflower was just white broccoli.,我一直以为花菜就是白色的西兰花。
16088,mucus,[?mju:k?s],粘液,粘液,,,
16089,shutout,[???ta?t],关闭,关闭,,,
16090,narcissistic,[?nɑ:s?'s?st?k],自恋,自恋,,,
16091,hysterically,[h?'ster?kl?],歇斯底里,歇斯底里,,,
16092,amphibious,[?m?f?bi?s],水陆两用,水陆两用,,,
16093,repaint,[ri:'pe?nt],重新涂漆,重新涂漆,,,
16094,neurosurgeon,[?nj??r??'s?:d??n],神经外科医生,神经外科医生,,,
16095,salamander,[?s?l?m?nd?(r)],蝾,蝾,,,
16096,trickster,[?tr?kst?(r)],骗子,骗子,,,
16097,dashing,[?d????],冲刺,冲刺,,,
16098,cannibal,[?k?n?bl],食人族,食人族,,,
16099,biochemistry,[?ba????kem?stri],生物化学,n. 生物化学,the scientific study of the chemistry of living things,Biochemistry is a difficult area of science to study.,生化是科学中很难学习的领域。
16100,nettle,[?netl],荨麻,荨麻,,,
16101,tuber,[?tju:b?(r)],块茎,块茎,,,
16102,coveralls,[?k?v?r?:lz],负责人,负责人,,,
16103,furtive,[?f?:t?v],鬼鬼祟祟,鬼鬼祟祟,,,
16104,democratize,[d??m?kr?ta?z],民主化,民主化,,,
16105,swig,[sw?g],swig,swig,,,
16106,atlas,[??tl?s],地图集,n. 地图集,a book of maps,The atlas contains information about all the countries in the world.,地图集包含了世界上所有国家的信息。
16107,rollover,[?r??l??v?(r)],滚下,滚下,,,
16108,alum,[??l?m],明矾,明矾,,,
16109,upturned,[??p?t?:nd],向上弯曲,向上弯曲,,,
16110,retrofit,[?retr??f?t],改造,改造,,,
16111,urging,[?:dg??],敦促,敦促,,,
16112,one-dimensional,['w?nd?'men??n?l],一维,一维,,,
16113,feel-good,[fi:l ɡud],感觉不错,感觉不错,,,
16114,heartless,[?hɑ:tl?s],狠心,狠心,,,
16115,romanticize,[r???m?nt?sa?z],浪漫化,浪漫化,,,
16116,swab,[sw?b],拭子,拭子,,,
16117,deadlock,[?dedl?k],僵局,n.僵局；不分胜负；  v.（使）相持不下；僵持,"a situation in which players, teams, etc., have the same score",Talks between the two sides ended in deadlock.,双方的谈判陷入了僵局。
16118,low-tech,[l?u tek],低技术,低技术,,,
16119,vacationer,[v??ke??n?(r)],游客,游客,,,
16120,aimlessly,['e?ml?sl?],漫无目的,漫无目的,,,
16121,ravioli,[?r?vi???li],馄饨,馄饨,,,
16122,paving,[?pe?v??],铺路,铺路,,,
16123,measles,[?mi:zlz],麻疹,麻疹,,,
16124,cougar,[?ku:g?(r)],美洲狮,美洲狮,,,
16125,introspection,[??ntr??spek?n],内省,内省,,,
16126,beater,[?bi:t?(r)],搅拌器,搅拌器,,,
16127,blissful,[?bl?sfl],幸福,幸福,,,
16128,lumbering,[?l?mb?r??],伐木,伐木,,,
16129,off-duty,[?f 'dju:t?],下班,下班,,,
16130,undervalue,[??nd??v?lju:],低估,低估,,,
16131,pre-columbian,[?pri: k??l?mbi?n],前哥伦比亚人,前哥伦比亚人,,,
16132,worn-out,['w?:n'a?t],累死了,adj.磨破的；穿旧的,,He is holding a worn-out pair of shoes.,他手里拿着一双磨破的鞋。
16133,outscore,[a?t'sk?:],范围,范围,,,
16134,intoxicating,[?n?t?ks?ke?t??],醉人,醉人,,,
16135,decadence,[?dek?d?ns],decade废,decade废,,,
16136,indigo,[??nd?g??],靛青,靛青,,,
16137,momma,[?m?m?],妈妈,妈妈,,,
16138,leper,[?lep?(r)],麻风病人,麻风病人,,,
16139,subprime,[?s?b'pra?m],次级,次级,,,
16140,antiseptic,[??nti?sept?k],防腐剂,n. 杀菌剂；  adj. 防腐的，抗菌的,a substance that prevents infection in a wound by killing bacteria,Hospital staff are required to use antiseptic hand wash.,医院工作人员被要求使用抗菌剂来洗手。
16141,ricochet,[?r?k??e?],Ricochet,Ricochet,,,
16142,veracity,[v??r?s?ti],真实性,真实性,,,
16143,bequest,[b??kwest],遗产,遗产,,,
16144,occupying,[],占领,占领,,,
16145,cyclone,[?sa?kl??n],气旋,气旋,,,
16146,yuppie,['j?p?],Yuppie,Yuppie,,,
16147,six-day,[],六天,六天,,,
16148,rebut,[r??b?t],驳斥,驳斥,,,
16149,karma,[?kɑ:m?],业力,业力,,,
16150,impurity,[?m?pj??r?ti],不纯,n. 杂质；不洁；不道德,"a substance that is present in small amounts in another substance, making it dirty or of poor quality",The?filter?can?remove?most?of the impurities?in?water.,过滤器会滤掉水中的大部分杂质。
16151,nick,[n?k],缺口,缺口,,,
16152,vandal,[?v?ndl],破坏,破坏,,,
16153,groupie,[?gru:pi],Groupie,Groupie,,,
16154,infighting,[??nfa?t??],内斗,内斗,,,
16155,steeple,[?sti:pl],尖顶,尖顶,,,
16156,summation,[s??me??n],总结,总结,,,
16157,intoxication,[?n?t?ks?'ke??n],中毒,中毒,,,
16158,child-rearing,['t?ɑ?ld r???r??],育儿,育儿,,,
16159,smock,[sm?k],罩衫,罩衫,,,
16160,oppressor,[??pres?(r)],压迫者,压迫者,,,
16161,tiresome,[?ta??s?m],累人,adj. 无聊的；使人疲倦的；烦人的，讨厌的,making you feel annoyed,Office work is so tiresome that it makes me sleepy!,办公室工作无聊得让我昏昏欲睡！
16162,demographer,[d?'m?ɡr?f?(r)],人口统计学家,人口统计学家,,,
16163,rhododendron,[?r??d??dendr?n],杜鹃花,杜鹃花,,,
16164,riparian,[ra??pe?ri?n],河岸,河岸,,,
16165,schism,[?sk?z?m],分裂,分裂,,,
16166,preoperative,[pr?'?p?r?t?v],术前,术前,,,
16167,sentimentality,[?sent?men?t?l?ti],感伤,感伤,,,
16168,far-off,[?fɑ:??f],遥远,遥远,,,
16169,lithe,[la?e],轻盈,轻盈,,,
16170,tarragon,[?t?r?g?n],龙蒿,龙蒿,,,
16171,refrigerated,[r?f'r?d??re?t?d],冷藏,冷藏,,,
16172,accede,[?k?si:d],加油,v. 同意，就任，加入,"to achieve a high position, especially to become king or queen; to agree to a request, proposal, etc.",The little tiger acceded to the throne and will be our new king.,小老虎继承了王权，它将是我们的新国王。
16173,carry-on,['k?r? ?n],继续,继续,,,
16174,scorecard,[?sk?:kɑ:d],记分卡,记分卡,,,
16175,sizeable,[?sa?z?bl],很大,很大,,,
16176,low-lying,[?l???la???],低洼,低洼,,,
16177,filet,[f?'le?],菲力,菲力,,,
16178,submissive,[s?b?m?s?v],顺从,adj. 顺从的，惟命是从的，谦恭的,too willing to accept somebody else’s authority and willing to obey them without questioning anything they want you to do,They're very submissive in front of their king.,他们在国王面前很顺从。
16179,salmonella,[?s?lm??nel?],沙门氏菌,沙门氏菌,,,
16180,equivalence,[?'kw?v?l?ns],等价,等价,,,
16181,tomography,[t??m?gr?fi],断层扫描,断层扫描,,,
16182,unraveled,[],解开,解开,,,
